MFG,Class,Description,Material,Material Brand,Product Name,Style,Filter,Coating,Coating Brand,GMN_OPC,Left OPC,Diameter,Sph/Base,Cyl/Add,Frnt Rad,Bck Rad,C Thk,E Thk,LRP In,LRP Down,d Index,N Ref,e Index,Abbe,Density,PRP Out,PRP Up,Seg Wd,Seg Thk,Int Ht,Slab,Car Rad,Bwl Diam,Ver Diam,Dia Diam,Seg Sep,Up Add,Special,Cat Code,Filter Brand,DRP In,DRP Up,NRP In,NRP Up,Hor Diam,Nom Diam,Obj Clear,Obj Rad
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984480,7900984480,70,-6.00,0.00,500.000,71.820,1.6,9.0,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984472,7900984472,70,-5.75,-0.25,398.500,71.820,1.6,8.7,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984464,7900984464,70,-5.75,0.00,398.500,71.820,1.6,8.7,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984456,7900984456,70,-5.50,-0.50,333.330,71.820,1.6,8.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984449,7900984449,70,-5.50,-0.25,333.330,71.820,1.6,8.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984431,7900984431,70,-5.50,0.00,333.330,71.820,1.6,8.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984423,7900984423,70,-5.25,-0.75,284.950,71.820,1.6,8.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984415,7900984415,70,-5.25,-0.50,284.950,71.820,1.6,8.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984407,7900984407,70,-5.25,-0.25,284.950,71.820,1.6,8.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984399,7900984399,70,-5.25,0.00,284.950,71.820,1.6,8.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984381,7900984381,70,-5.00,-1.00,398.500,80.420,1.6,7.7,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984373,7900984373,70,-5.00,-0.75,398.500,80.420,1.6,7.7,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984365,7900984365,70,-5.00,-0.50,398.500,80.420,1.6,7.7,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984357,7900984357,70,-5.00,-0.25,398.500,80.420,1.6,7.7,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984340,7900984340,70,-5.00,0.00,398.500,80.420,1.6,7.7,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984332,7900984332,70,-4.75,-1.25,333.330,80.420,1.6,7.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984324,7900984324,70,-4.75,-1.00,333.330,80.420,1.6,7.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984316,7900984316,70,-4.75,-0.75,333.330,80.420,1.6,7.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984308,7900984308,70,-4.75,-0.50,333.330,80.420,1.6,7.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984290,7900984290,70,-4.75,-0.25,333.330,80.420,1.6,7.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984282,7900984282,70,-4.75,0.00,333.330,80.420,1.6,7.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984274,7900984274,70,-4.50,-1.50,284.950,80.420,1.6,7.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984266,7900984266,70,-4.50,-1.25,284.950,80.420,1.6,7.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984258,7900984258,70,-4.50,-1.00,284.950,80.420,1.6,7.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984241,7900984241,70,-4.50,-0.75,284.950,80.420,1.6,7.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984233,7900984233,70,-4.50,-0.50,284.950,80.420,1.6,7.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984225,7900984225,70,-4.50,-0.25,284.950,80.420,1.6,7.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984217,7900984217,70,-4.50,0.00,284.950,80.420,1.6,7.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984209,7900984209,70,-4.25,-1.75,250.000,80.420,1.6,6.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984191,7900984191,70,-4.25,-1.50,250.000,80.420,1.6,6.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984183,7900984183,70,-4.25,-1.25,250.000,80.420,1.6,6.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984175,7900984175,70,-4.25,-1.00,250.000,80.420,1.6,6.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984167,7900984167,70,-4.25,-0.75,250.000,80.420,1.6,6.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984159,7900984159,70,-4.25,-0.50,250.000,80.420,1.6,6.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984142,7900984142,70,-4.25,-0.25,250.000,80.420,1.6,6.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984134,7900984134,70,-4.25,0.00,250.000,80.420,1.6,6.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984126,7900984126,70,-4.00,-2.00,333.330,91.380,1.6,6.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984118,7900984118,70,-4.00,-1.75,333.330,91.380,1.6,6.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984100,7900984100,70,-4.00,-1.50,333.330,91.380,1.6,6.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984092,7900984092,70,-4.00,-1.25,333.330,91.380,1.6,6.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984084,7900984084,70,-4.00,-1.00,333.330,91.380,1.6,6.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984076,7900984076,70,-4.00,-0.75,333.330,91.380,1.6,6.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984068,7900984068,70,-4.00,-0.50,333.330,91.380,1.6,6.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984050,7900984050,70,-4.00,-0.25,333.330,91.380,1.6,6.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984043,7900984043,70,-4.00,0.00,333.330,91.380,1.6,6.4,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984035,7900984035,70,-3.75,-2.00,284.950,91.380,1.6,6.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984027,7900984027,70,-3.75,-1.75,284.950,91.380,1.6,6.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984019,7900984019,70,-3.75,-1.50,284.950,91.380,1.6,6.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900984001,7900984001,70,-3.75,-1.25,284.950,91.380,1.6,6.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983995,7900983995,70,-3.75,-1.00,284.950,91.380,1.6,6.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983987,7900983987,70,-3.75,-0.75,284.950,91.380,1.6,6.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983979,7900983979,70,-3.75,-0.50,284.950,91.380,1.6,6.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983961,7900983961,70,-3.75,-0.25,284.950,91.380,1.6,6.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983953,7900983953,70,-3.75,0.00,284.950,91.380,1.6,6.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983946,7900983946,70,-3.50,-2.00,250.000,91.380,1.6,5.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983938,7900983938,70,-3.50,-1.75,250.000,91.380,1.6,5.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983920,7900983920,70,-3.50,-1.50,250.000,91.380,1.6,5.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983912,7900983912,70,-3.50,-1.25,250.000,91.380,1.6,5.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983904,7900983904,70,-3.50,-1.00,250.000,91.380,1.6,5.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983896,7900983896,70,-3.50,-0.75,250.000,91.380,1.6,5.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983888,7900983888,70,-3.50,-0.50,250.000,91.380,1.6,5.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983870,7900983870,70,-3.50,-0.25,250.000,91.380,1.6,5.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983862,7900983862,70,-3.50,0.00,250.000,91.380,1.6,5.8,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983854,7900983854,70,-3.25,-2.00,221.760,91.380,1.6,5.5,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983847,7900983847,70,-3.25,-1.75,221.760,91.380,1.6,5.5,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983839,7900983839,70,-3.25,-1.50,221.760,91.380,1.6,5.5,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983821,7900983821,70,-3.25,-1.25,221.760,91.380,1.6,5.5,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983813,7900983813,70,-3.25,-1.00,221.760,91.380,1.6,5.5,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983805,7900983805,70,-3.25,-0.75,221.760,91.380,1.6,5.5,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT DURAVISION PLUS SILVER UV,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,AR,DVS,7900983797,7900983797,70,-3.25,-0.50,221.760,91.380,1.6,5.5,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,70,,,,NTN,S70,UVPROTECT,,,,,70,70,,
