MFG,Class,Description,Material,Material Brand,Product Name,Style,Filter,Coating,Coating Brand,Right OPC,Left OPC,Diameter,Sph / Base,Cyl / Add,Frnt Rad,Bck Rad,C Thk,E Thk,LRP In,LRP Down,d Index,N Ref,e Index,Abbe,Density,PRP Out,PRP Up,Seg Wd,Seg Thk,Int Ht,Slab,Car Rad,Bwl Diam,Ver Diam,Dia Diam,Seg Sep,Up Add,Special,Cat Code,Filter Brand,DRP In,DRP Up,NRP In,NRP Up,Hor Diam,Nom Diam,Obj Clear,Obj Rad
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594153,5402594146,80,0.50,1.00,913.790,92.170,10.5,18.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594179,5402594161,80,0.50,1.25,913.790,92.170,10.5,18.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594195,5402594187,80,0.50,1.50,913.790,92.170,10.5,18.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594211,5402594203,80,0.50,1.75,913.790,92.170,10.5,18.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594237,5402594229,80,0.50,2.00,913.790,92.170,10.5,18.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594252,5402594245,80,0.50,2.25,913.790,92.170,10.5,18.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594278,5402594260,80,0.50,2.50,913.790,92.170,10.5,18.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594294,5402594286,80,0.50,2.75,913.790,92.170,10.5,18.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594310,5402594302,80,0.50,3.00,913.790,92.170,10.5,18.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594336,5402594328,80,2.25,1.00,233.480,92.170,9.5,15.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594351,5402594344,80,2.25,1.25,233.480,92.170,9.5,15.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594377,5402594369,80,2.25,1.50,233.480,92.170,9.5,15.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594393,5402594385,80,2.25,1.75,233.480,92.170,9.5,15.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594419,5402594401,80,2.25,2.00,233.480,92.170,9.5,15.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594435,5402594427,80,2.25,2.25,233.480,92.170,9.5,15.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594450,5402594443,80,2.25,2.50,233.480,92.170,9.5,15.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594476,5402594468,80,2.25,2.75,233.480,92.170,9.5,15.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594492,5402594484,80,2.25,3.00,233.480,92.170,9.5,15.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594518,5402594500,80,4.50,1.00,117.780,92.170,8.5,10.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594534,5402594526,80,4.50,1.25,117.780,92.170,8.5,10.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594559,5402594542,80,4.50,1.50,117.780,92.170,8.5,10.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594575,5402594567,80,4.50,1.75,117.780,92.170,8.5,10.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594591,5402594583,80,4.50,2.00,117.780,92.170,8.5,10.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594617,5402594609,80,4.50,2.25,117.780,92.170,8.5,10.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594633,5402594625,80,4.50,2.50,117.780,92.170,8.5,10.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594658,5402594641,80,4.50,2.75,117.780,92.170,8.5,10.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594674,5402594666,80,4.50,3.00,117.780,92.170,8.5,10.5,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594690,5402594682,80,6.25,1.00,85.210,66.250,7.3,11.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594716,5402594708,80,6.25,1.25,85.210,66.250,7.3,11.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594732,5402594724,80,6.25,1.50,85.210,66.250,7.3,11.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594757,5402594740,80,6.25,1.75,85.210,66.250,7.3,11.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594773,5402594765,80,6.25,2.00,85.210,66.250,7.3,11.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594799,5402594781,80,6.25,2.25,85.210,66.250,7.3,11.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594815,5402594807,80,6.25,2.50,85.210,66.250,7.3,11.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594831,5402594823,80,6.25,2.75,85.210,66.250,7.3,11.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594856,5402594849,80,6.25,3.00,85.210,66.250,7.3,11.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594872,5402594864,80,8.00,1.00,66.420,66.250,10.0,10.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594898,5402594880,80,8.00,1.25,66.420,66.250,10.0,10.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594914,5402594906,80,8.00,1.50,66.420,66.250,10.0,10.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594930,5402594922,80,8.00,1.75,66.420,66.250,10.0,10.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594955,5402594948,80,8.00,2.00,66.420,66.250,10.0,10.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594971,5402594963,80,8.00,2.25,66.420,66.250,10.0,10.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402594997,5402594989,80,8.00,2.50,66.420,66.250,10.0,10.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402595010,5402595002,80,8.00,2.75,66.420,66.250,10.0,10.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS FLAT TOP 28 1.59 UVPROTECT,PY,POLYCARBONATE,FT 28 BIFOCAL,BI FT,NONE UVRI,SR,ZEISS HARD,5402595036,5402595028,80,8.00,3.00,66.420,66.250,10.0,10.0,6.0,6.0,1.586,ND,1.591,30,1.20,,,28.0,,,,,73,80,,,,LIP,A52,UV PROTECT,,,,,80,80,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282419,5404282401,72,2.00,1.00,270.410,176.670,16.0,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282435,5404282427,72,2.00,1.25,270.410,176.670,16.0,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282450,5404282443,72,2.00,1.50,270.410,176.670,16.0,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282476,5404282468,72,2.00,1.75,270.410,176.670,16.0,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282492,5404282484,72,2.00,2.00,270.410,176.670,16.0,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282518,5404282500,72,2.00,2.25,270.410,176.670,16.0,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282534,5404282526,72,2.00,2.50,270.410,176.670,16.0,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282559,5404282542,72,2.00,2.75,270.410,176.670,16.0,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282575,5404282567,72,2.00,3.00,270.410,176.670,16.0,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282591,5404282583,72,3.00,1.00,179.050,176.670,17.5,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282617,5404282609,72,3.00,1.25,179.050,176.670,17.5,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282633,5404282625,72,3.00,1.50,179.050,176.670,17.5,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282658,5404282641,72,3.00,1.75,179.050,176.670,17.5,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282674,5404282666,72,3.00,2.00,179.050,176.670,17.5,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282690,5404282682,72,3.00,2.25,179.050,176.670,17.5,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282716,5404282708,72,3.00,2.50,179.050,176.670,17.5,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282732,5404282724,72,3.00,2.75,179.050,176.670,17.5,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282757,5404282740,72,3.00,3.00,179.050,176.670,17.5,17.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282773,5404282765,72,4.00,1.00,134.180,88.330,14.7,16.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282799,5404282781,72,4.00,1.25,134.180,88.330,14.7,16.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282815,5404282807,72,4.00,1.50,134.180,88.330,14.7,16.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282831,5404282823,72,4.00,1.75,134.180,88.330,14.7,16.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282856,5404282849,72,4.00,2.00,134.180,88.330,14.7,16.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282872,5404282864,72,4.00,2.25,134.180,88.330,14.7,16.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
ZSS,SFN,ZEISS GT2 1.50 PHOTOFUSION X GRAY,PL,ADC,ZEISS GT2,PR AS,UVRI HEV PHOT GRY3,SR,ZEISS HARD,5404282898,5404282880,72,4.00,2.50,134.180,88.330,14.7,16.0,2.5,-4.0,1.497,ND,1.499,57,1.27,0.0,-4.0,,,,,,,68,,,,,K79,PHOTOFUSION X,0.0,8.0,2.5,12.0,68,72,,
